path,label,group,clip,split
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BabyCrawling\v_BabyCrawling_g13_c05.avi,BabyCrawling,13,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g14_c01.avi,BabyCrawling,14,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g14_c03.avi,BabyCrawling,14,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g15_c01.avi,BabyCrawling,15,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g15_c03.avi,BabyCrawling,15,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g15_c05.avi,BabyCrawling,15,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g16_c05.avi,BabyCrawling,16,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g17_c01.avi,BabyCrawling,17,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g17_c05.avi,BabyCrawling,17,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g18_c02.avi,BabyCrawling,18,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BabyCrawling\v_BabyCrawling_g19_c02.avi,BabyCrawling,19,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BabyCrawling\v_BabyCrawling_g19_c04.avi,BabyCrawling,19,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g20_c03.avi,BabyCrawling,20,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g20_c05.avi,BabyCrawling,20,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g20_c07.avi,BabyCrawling,20,7,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BabyCrawling\v_BabyCrawling_g21_c04.avi,BabyCrawling,21,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BabyCrawling\v_BabyCrawling_g22_c02.avi,BabyCrawling,22,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BabyCrawling\v_BabyCrawling_g22_c04.avi,BabyCrawling,22,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BabyCrawling\v_BabyCrawling_g22_c06.avi,BabyCrawling,22,6,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g23_c01.avi,BabyCrawling,23,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BabyCrawling\v_BabyCrawling_g24_c01.avi,BabyCrawling,24,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g01_c03.avi,BalanceBeam,1,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g02_c03.avi,BalanceBeam,2,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g03_c01.avi,BalanceBeam,3,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g03_c03.avi,BalanceBeam,3,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g04_c01.avi,BalanceBeam,4,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g04_c03.avi,BalanceBeam,4,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g05_c01.avi,BalanceBeam,5,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g05_c03.avi,BalanceBeam,5,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g06_c01.avi,BalanceBeam,6,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g06_c03.avi,BalanceBeam,6,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g06_c05.avi,BalanceBeam,6,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g07_c02.avi,BalanceBeam,7,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g08_c02.avi,BalanceBeam,8,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g08_c04.avi,BalanceBeam,8,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g09_c02.avi,BalanceBeam,9,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g10_c02.avi,BalanceBeam,10,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g10_c04.avi,BalanceBeam,10,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BalanceBeam\v_BalanceBeam_g11_c02.avi,BalanceBeam,11,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BalanceBeam\v_BalanceBeam_g11_c04.avi,BalanceBeam,11,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g12_c04.avi,BalanceBeam,12,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BalanceBeam\v_BalanceBeam_g13_c02.avi,BalanceBeam,13,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g14_c01.avi,BalanceBeam,14,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g14_c03.avi,BalanceBeam,14,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g15_c03.avi,BalanceBeam,15,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BalanceBeam\v_BalanceBeam_g16_c01.avi,BalanceBeam,16,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g17_c01.avi,BalanceBeam,17,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g18_c03.avi,BalanceBeam,18,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g19_c01.avi,BalanceBeam,19,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g19_c03.avi,BalanceBeam,19,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BalanceBeam\v_BalanceBeam_g20_c01.avi,BalanceBeam,20,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BalanceBeam\v_BalanceBeam_g20_c03.avi,BalanceBeam,20,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g21_c03.avi,BalanceBeam,21,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g21_c05.avi,BalanceBeam,21,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BalanceBeam\v_BalanceBeam_g22_c02.avi,BalanceBeam,22,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g23_c04.avi,BalanceBeam,23,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g24_c03.avi,BalanceBeam,24,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BalanceBeam\v_BalanceBeam_g25_c01.avi,BalanceBeam,25,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g01_c01.avi,BandMarching,1,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g02_c02.avi,BandMarching,2,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g02_c06.avi,BandMarching,2,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g03_c01.avi,BandMarching,3,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g03_c03.avi,BandMarching,3,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g03_c05.avi,BandMarching,3,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g04_c02.avi,BandMarching,4,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g04_c04.avi,BandMarching,4,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g05_c02.avi,BandMarching,5,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g05_c04.avi,BandMarching,5,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g05_c06.avi,BandMarching,5,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g06_c01.avi,BandMarching,6,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g07_c03.avi,BandMarching,7,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g07_c05.avi,BandMarching,7,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g07_c07.avi,BandMarching,7,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g08_c02.avi,BandMarching,8,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g09_c03.avi,BandMarching,9,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g09_c07.avi,BandMarching,9,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g10_c02.avi,BandMarching,10,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g10_c06.avi,BandMarching,10,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g11_c01.avi,BandMarching,11,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g11_c03.avi,BandMarching,11,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g11_c05.avi,BandMarching,11,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g11_c07.avi,BandMarching,11,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g12_c02.avi,BandMarching,12,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g13_c04.avi,BandMarching,13,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g14_c05.avi,BandMarching,14,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g15_c05.avi,BandMarching,15,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g16_c06.avi,BandMarching,16,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BandMarching\v_BandMarching_g17_c01.avi,BandMarching,17,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g18_c03.avi,BandMarching,18,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g19_c03.avi,BandMarching,19,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g19_c05.avi,BandMarching,19,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BandMarching\v_BandMarching_g20_c04.avi,BandMarching,20,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g21_c02.avi,BandMarching,21,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g21_c06.avi,BandMarching,21,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g22_c02.avi,BandMarching,22,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BandMarching\v_BandMarching_g22_c04.avi,BandMarching,22,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BandMarching\v_BandMarching_g23_c03.avi,BandMarching,23,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BandMarching\v_BandMarching_g24_c01.avi,BandMarching,24,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g01_c02.avi,BaseballPitch,1,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g01_c04.avi,BaseballPitch,1,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g02_c02.avi,BaseballPitch,2,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g02_c04.avi,BaseballPitch,2,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g03_c02.avi,BaseballPitch,3,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g03_c04.avi,BaseballPitch,3,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g04_c01.avi,BaseballPitch,4,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g05_c06.avi,BaseballPitch,5,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g06_c05.avi,BaseballPitch,6,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g06_c07.avi,BaseballPitch,6,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BaseballPitch\v_BaseballPitch_g07_c02.avi,BaseballPitch,7,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g08_c01.avi,BaseballPitch,8,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g08_c05.avi,BaseballPitch,8,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g08_c07.avi,BaseballPitch,8,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BaseballPitch\v_BaseballPitch_g09_c02.avi,BaseballPitch,9,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g10_c03.avi,BaseballPitch,10,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g11_c02.avi,BaseballPitch,11,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g11_c04.avi,BaseballPitch,11,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BaseballPitch\v_BaseballPitch_g12_c01.avi,BaseballPitch,12,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g13_c03.avi,BaseballPitch,13,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g13_c05.avi,BaseballPitch,13,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g13_c07.avi,BaseballPitch,13,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g14_c02.avi,BaseballPitch,14,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g14_c04.avi,BaseballPitch,14,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g15_c06.avi,BaseballPitch,15,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g16_c03.avi,BaseballPitch,16,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g17_c05.avi,BaseballPitch,17,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g18_c04.avi,BaseballPitch,18,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g18_c06.avi,BaseballPitch,18,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g19_c03.avi,BaseballPitch,19,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g19_c05.avi,BaseballPitch,19,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g20_c02.avi,BaseballPitch,20,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g20_c04.avi,BaseballPitch,20,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g21_c02.avi,BaseballPitch,21,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g22_c02.avi,BaseballPitch,22,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g22_c04.avi,BaseballPitch,22,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g22_c06.avi,BaseballPitch,22,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g23_c01.avi,BaseballPitch,23,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BaseballPitch\v_BaseballPitch_g23_c03.avi,BaseballPitch,23,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BaseballPitch\v_BaseballPitch_g24_c02.avi,BaseballPitch,24,2,gallery
